"Data,""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Value"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ushongo Local Government Area"",""be Lessel Township Ward"",""be Lessel NKST Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Vandeikya Local Government Area"",""be Mbakyaha Ward"",""be Tse-Kpum Comprehensive Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ado Local Government Area"",""be Ogege Ward"",""be Ogi LG Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ukum Local Government Area"",""be Uyam Ward"",""be Salvation Hospital Zaki-Biam"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ukum Local Government Area"",""be Mbazun Ward"",""be Kyado LG Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Apa Local Government Area"",""be Oiji Ward"",""be Idada Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Kwande Local Government Area"",""be Liev 1 Ward"",""be Idyo-Mbaikyo Comprehensive Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Otukpo Local Government Area"",""be Otobi Ward"",""be Adankari Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Vandeikya Local Government Area"",""be Mbagbam Ward"",""be Taatihi Community Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Logo Local Government Area"",""be Mbadyul Ward"",""be Kukwa Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Agatu Local Government Area"",""be Egba Ward"",""be Adagbo Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ushongo Local Government Area"","""",""be Atikyese Ward"",""88.9"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Oju Local Government Area"",""be Ukpa/Ainu Ette Ward"",""be Bethesda Missionary Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gboko Local Government Area"",""be Mbatser Ward"",""be Mbaswa Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Agatu Local Government Area"","""",""be Enungba Ward"",""50.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Okpokwu Local Government Area"",""be Ugbokolo Ward"",""be Effa LG Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Apa Local Government Area"","""",""be Oiji Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gwer West Local Government Area"","""",""be Tijime Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gboko Local Government Area"",""be Mbakwen Ward"",""be Mgbangun Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Agatu Local Government Area"",""be Obagaji Ward"",""be Obagaji Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Konshisha Local Government Area"","""",""be Iwarnyam Ward"",""62.5"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ukum Local Government Area"",""be Kendev Ward"",""be Tornajime Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ushongo Local Government Area"",""be Mbaagir Ward"",""be Nienga Comprehensive Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Apa Local Government Area"",""be Edikwu 1 Ward"",""be Edikwu Icho Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ogbadibo Local Government Area"",""be Aioono 2 Ward"",""be Efugo Community Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gboko Local Government Area"",""be Mbatan Ward"",""be Abetse Community Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Buruku Local Government Area"",""be Etulo Ward"",""be Otsafu LG Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Apa Local Government Area"","""",""be Ofoke Ward"",""50.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Katsina-Ala Local Government Area"","""",""be Iwar Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Otukpo Local Government Area"",""be Ugboju-Ehaje Ward"",""be St Joseph RHC (Ogobia)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gwer West Local Government Area"",""be Tyoughatee/Injaha Ward"",""be Mbaier Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ushongo Local Government Area"",""be Atikyese Ward"",""be Adikpo Mbagwa Comprehensive Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gboko Local Government Area"",""be Igyorov Ward"",""be Chembe Community Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gboko Local Government Area"",""be Gboko North-West Ward"",""be Fidei Polytech Clinic Gboko"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ushongo Local Government Area"",""be Mbayegh Ward"",""be Kpor Community Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gwer East Local Government Area"","""",""be Gee Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Oju Local Government Area"","""",""be Ainu Ward"",""61.5"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Okpokwu Local Government Area"",""be Ojigo Ward"",""be Akpodo 1 Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Okpokwu Local Government Area"","""",""be Okpale-Ingle  Ward"",""75.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Oju Local Government Area"","""",""be Okwudu Ward"",""66.7"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ushongo Local Government Area"",""be Mbakuha Ward"",""be Yaakur Community Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Kwande Local Government Area"",""be Mbadura Ward"",""be Boagundu Comprehensive Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Otukpo Local Government Area"","""",""be Allan Ward"",""75.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ado Local Government Area"","""",""be Akpoge/Ogbilolo Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Otukpo Local Government Area"",""be Otukpo 3 Ward"",""be Otukpo GSS Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Konshisha Local Government Area"",""be Iwarnyam Ward"",""be Anwuma Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Tarka Local Government Area"",""be Mbakwakem Ward"",""be Awenabo LG Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Makurdi Local Government Area"",""be Agan Ward"",""be Ayaka Comprehensive Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Makurdi Local Government Area"","""",""be North Bank 2 Ward"",""20.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ushongo Local Government Area"",""be Mbakuha Ward"",""be Orgba Community Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ukum Local Government Area"","""",""be Lumbuv Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Oju Local Government Area"",""be Idelle Ward"",""be Ogege Idelle Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ukum Local Government Area"",""be Kundav Ward"",""be Tiza Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Kwande Local Government Area"",""be Mbaikyor Ward"",""be Gyubua Comprehensive Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Okpokwu Local Government Area"",""be Ojigo Ward"",""be Opialu LG Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ohimini Local Government Area"","""",""be Agadagba Ward"",""66.7"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Oju Local Government Area"",""be Ibilla Ward"",""be Andibilla Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ado Local Government Area"",""be Royongo Ward"",""be Udebo Igba Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ukum Local Government Area"",""be Tsaav  Ward"",""be Gbayier Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gwer East Local Government Area"",""be Ikyonov Ward"",""be Ashina Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Tarka Local Government Area"",""be Mbakwakem Ward"",""be Kontien Family Support Programme Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ukum Local Government Area"",""be Mbazun Ward"",""be Royal Medical Annex Clinic (Kyado)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Makurdi Local Government Area"",""be Fiidi Ward"",""be Poor Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Makurdi Local Government Area"",""be Bar Ward"",""be Adem Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Buruku Local Government Area"",""be Mbaakura Ward"",""be Mbagen Comprehensive Health Centre (Abwa)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Makurdi Local Government Area"",""be Ankpa Wadata Ward"",""be Multi Care Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Vandeikya Local Government Area"",""be Nyimagbagh Ward"",""be Abwa NKST Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Apa Local Government Area"",""be Igah Ward"",""be Okpokwu Primary Health Centre (Apa)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Logo Local Government Area"",""be Tombo Ward"",""be Ayilamo Comprehensive Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Obi Local Government Area"",""be Itogo Ward"",""be Igbegi Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Buruku Local Government Area"",""be Mbaapen Ward"",""be Uatsor NKST Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Makurdi Local Government Area"",""be Walomayo Ward"",""be Ushakaa Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Katsina-Ala Local Government Area"",""be Yooyo Ward"",""be Ubu - Utenge Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Okpokwu Local Government Area"",""be Ichama 1 Ward"",""be Ipole Ichama LG Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Konshisha Local Government Area"",""be Mbanor Ward"",""be C S D Health Clinic Mbaatim"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ogbadibo Local Government Area"",""be Aioodo 2 Ward"",""be Ogene-Ago Community Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gwer West Local Government Area"","""",""be Mbabuande Ward"",""66.7"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Vandeikya Local Government Area"",""be Ningev Ward"",""be Bako-Ningev Community Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Makurdi Local Government Area"",""be Modern Market Ward"",""be Tse-Aho Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gboko Local Government Area"",""be Gboko Central Ward"",""be Gboko Township Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Otukpo Local Government Area"",""be Otukpo 2 Ward"",""be St Anne's School Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gboko Local Government Area"",""be Mbatyu Ward"",""be Atume Health Clinic and Maternity"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Gboko Local Government Area"",""be Gboko North-West Ward"",""be Gboko Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Buruku Local Government Area"",""be Mbaikyaan Ward"",""be Utsombi Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Makurdi Local Government Area"",""be Fiidi Ward"",""be Fiidi Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Otukpo Local Government Area"",""be Otukpo 1 Ward"",""be Sev-Av Foundation Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Obi Local Government Area"","""",""be Adum West Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ushongo Local Government Area"",""be Utange Ward (Ushongo)"",""be Ikyoazande Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Katsina-Ala Local Government Area"",""be Iwar Ward"",""be Une Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Katsina-Ala Local Government Area"",""be Mbacher Ward"",""be Harga NKST Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Otukpo Local Government Area"",""be Ugboju-Icho Ward"",""be Ipom Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Ukum Local Government Area"","""",""be Aterayange Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Makurdi Local Government Area"","""",""be Central South Mission Ward"",""45.5"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""be Benue State"",""be Buruku Local Government Area"",""be Mbaatirkyaa Ward"",""be Jingir Primary Health Centre"",""100.0"""
