"Data,""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Value"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oluyole LGA"",""oy Odo Ona Ward"",""oy El Shaddai Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Egbeda LGA"",""oy Olodo Ward"",""oy Ikumapayi Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Lagelu LGA"",""oy Lalupon 2 Ward"",""oy Idera Clinic Lalupon"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ori Ire LGA"",""oy Adefila Ward"",""oy Adafila Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ona Ara LGA"",""oy Gbedun Ward"",""oy Mobolaji Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan South East LGA"",""oy Challenge Ward"",""oy Intercontinental Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogbomosho North LGA"",""oy Saja /IsaleOba  Ward"",""oy Oladeji Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogbomosho South LGA"",""oy Ijeru Ward"",""oy Oreoluwa Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Afijio LGA"",""oy  Ilora 1 Ward"",""oy Samson Olatayo clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Surulere LGA"","""",""oy Iwofin Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Atisbo LGA"",""oy Obada Ward"",""oy  Tede General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North East LGA"",""oy Basorun Ward"",""oy Oluyoro Catholic Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North LGA"",""oy Agodi Ward"",""oy Comfort Medical Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Saki East LGA"",""oy Isale Igbagbo Ward"",""oy Amukoko Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan South East LGA"",""oy Owode Ward"",""oy St Mary Catholic General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Kajola LGA"",""oy Isia Ward 9"",""oy Isia Primary  Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North West LGA"","""",""oy Idikan/Ori Eru Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Afijio LGA"",""oy Imini Ward"",""oy Obannko Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Atiba LGA"",""oy Asipa III Ward"",""oy Oniroko Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Akinyele LGA"",""oy Ijaye Ward"",""oy Atan Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Itesiwaju LGA"",""oy Ipapo Ward"",""oy Ipapo Comprehensive Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oluyole LGA"",""oy Odo Ona Ward"",""oy Hand of God Maternity"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oluyole LGA"","""",""oy Idi Iroko Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Atisbo LGA"","""",""oy Obada Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan South West LGA"","""",""oy Oke Ado/Liberty Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ona Ara LGA"","""",""oy Idi Ose Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North East LGA"",""oy Basorun Ward"",""oy Iwo Road Tuberculusis Leprosy Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Surulere LGA"",""oy Ireesapa Ward"",""oy Poro Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Iseyin LGA"",""oy Isalu Ward 7"",""oy Our Lady Catholic Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ori Ire LGA"",""oy Ikoyi-ile Ward"",""oy Orisun Iye Maternity and Child Welfare Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Akinyele LGA"",""oy Moniya Ward"",""oy Ibukun Oluwa Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Akinyele LGA"",""oy Ojoo Ward"",""oy Ajibode Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Atisbo LGA"",""oy Opara Ward"",""oy Adeoye Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Olorunsogo LGA"","""",""oy Agoro Ward "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Atisbo LGA"",""oy Baasi Ward"",""oy Baasi Town Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North LGA"",""oy Oke Are Ward"",""oy Oke Are Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan South West LGA"",""oy Oritamerin Ward"",""oy Akere Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oyo West LGA"",""oy Iseke Ward"",""oy iseke Tuberculosis and Leprosy clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Saki East LGA"","""",""oy Oke Sebe Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Surulere LGA"",""oy Baayaoje Ward"",""oy Ajase Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ori Ire LGA"",""oy Adefila Ward"",""oy Elerukanfila Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ona Ara LGA"",""oy Idi Ose Ward"",""oy Gbede Ogun Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Iseyin LGA"",""oy Isalu Ward 7"",""oy Ogo Oluwa Maternity Home and Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ido LGA"",""oy Omi Adio Ward"",""oy Olosun Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Iwajowa LGA"",""oy Idiko Ile Ward"",""oy Idiko Ile Primary  Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oluyole LGA"",""oy Mosfala Ward"",""oy Sarat Medical Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan South East LGA"","""",""oy Aperin Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogo Oluwa LGA"",""oy Lagbedu Ward"",""oy Olode Pontela Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Lagelu LGA"",""oy Oyedeji  ward 3"",""oy Ogunremi Primary Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Akinyele LGA"",""oy Moniya Ward"",""oy Divine Grace Maternity and Child Welfare Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibarapa North LGA"",""oy Ofiki 2 Ward"",""oy Asunrara Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogbomosho South LGA"",""oy Alapata Ward"",""oy Ogo Oluwa Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North East LGA"",""oy Oke Adu ward"",""oy Ti Oluwani Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Akinyele LGA"",""oy Ojoo Ward"",""oy Orogun Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oluyole LGA"",""oy Mosfala Ward"",""oy Ope Agbe Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan South East LGA"",""oy Elekuro Ward"",""oy Awoye Ajike Clinic and Maternity Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Atiba LGA"",""oy Agunpopo III Ward"",""oy Police Medical Center"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Egbeda LGA"",""oy Wakajaiye Ward"",""oy Ibilade Memorial Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oluyole LGA"",""oy Mosfala Ward"",""oy Mosfala Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogbomosho North LGA"",""oy Saabo/Taara Ward"",""oy Shalom Medical Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Egbeda LGA"",""oy Monatan Ward "",""oy Divine Victory Medical Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibarapa North LGA"","""",""oy Igangan 2 Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oluyole LGA"","""",""oy Ayegun Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ona Ara LGA"",""oy Idi Osan Ward"",""oy Itedo Iyanu Maternity"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North LGA"",""oy Yemetu Ward"",""oy Adeoyo Teaching  Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibarapa Central LGA"",""oy Igbole Ward"",""oy Igbole Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"","""","""",""oy Irepo LGA"",""96.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Kajola LGA"",""oy Isemile/Imia/ Ilua Ward 8"",""oy Igbogaa Health Center"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Akinyele LGA"",""oy Ojoo Ward"",""oy 2nd Mechanized Division Medical Hosptal"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ori Ire LGA"",""oy Ikoyi-ile Ward"",""oy Adisa Memorial Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Lagelu LGA"",""oy Lalupon 1 Ward"",""oy Odo Oba Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Atiba LGA"",""oy Asipa II Ward"",""oy Holy Michael Maternity Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North West LGA"","""",""oy Oritamerin ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Lagelu LGA"",""oy Olorunda Ward 2"",""oy Olorunda Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North West LGA"",""oy Ayeye Ward"",""oy Ayeye Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Kajola LGA"",""oy Ijo Ward"",""oy Ijo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Iwajowa LGA"",""oy Iwere Ile 2 Ward"",""oy Iwere Ile Model Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Orelope LGA"",""oy Ago-Igi-Isubu Ward"",""oy Mercy Of God Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan South West LGA"",""oy Challenge Ward"",""oy Awodife Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Irepo LGA"",""oy Agoro Ward"",""oy Ajangba Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ona Ara LGA"",""oy Olunloyo Ward"",""oy Lonpe Medical center"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Surulere LGA"",""oy Arolu Ward"",""oy Iranyin Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North LGA"",""oy Bodija  Ward"",""oy Obasa Primary Health center"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oluyole LGA"",""oy Idi Iroko Ward"",""oy Falomo Maternity and Child Welfare Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Egbeda LGA"",""oy Osegere Ward"",""oy Awaye Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Saki West LGA"",""oy Isale Efin Ward"",""oy Saki General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Saki West LGA"",""oy Oke oro Ward"",""oy Isale Taba Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Saki West LGA"",""oy Eko-Kan Ward"",""oy Sanni-Sala Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oyo West LGA"","""",""oy Iyaji Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogo Oluwa LGA"","""",""oy Otamokun Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogo Oluwa LGA"",""oy Ayetoro Ward"",""oy Olugusi Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogbomosho North LGA"","""",""oy Masifa Ward 2"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ori Ire LGA"","""",""oy Igbori Ward 6"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North LGA"",""oy Agbowo Ward"",""oy Doctor'Poly Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan South West LGA"","""",""oy Isale- Osi/ Oja-Oba Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogbomosho North LGA"",""oy Osupa Ward 4"",""oy Osupa Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Irepo LGA"",""oy Iba 1 Ward"",""oy Agede Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Itesiwaju LGA"",""oy Owode Ipapo Ward"",""oy Owode Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Saki West LGA"",""oy Iya Ward"",""oy Iya Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North East LGA"","""",""oy Oke Adu ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Atisbo LGA"",""oy Ago Are I Ward"",""oy Agbele Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Atiba LGA"",""oy Asipa II Ward"",""oy Okin Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Lagelu LGA"",""oy Oyedeji  ward 3"",""oy Olowode Primary Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Saki West LGA"","""",""oy Oke oro Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Oyo West LGA"",""oy Isokun Ward"",""oy Able God Clinic and Maternity"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogbomosho North LGA"",""oy Saabo/Taara Ward"",""oy Ebunoluwa Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ido LGA"",""oy Ido/ Odebode Ward"",""oy Ido Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ido LGA"",""oy Ilaju Ward"",""oy Ilaju Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ona Ara LGA"",""oy Idi Ose Ward"",""oy Genesis Clinic and Maternity"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ogo Oluwa LGA"",""oy Ayede Ward"",""oy Ayede Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ona Ara LGA"","""",""oy Gbedun Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Lagelu LGA"",""oy Oyedeji  4 Ward"",""oy Sagbe Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Akinyele LGA"","""",""oy Aroro Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ibadan North LGA"","""",""oy Bodija  Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Surulere LGA"",""oy Gambari/Igbon Ward"",""oy Iyelu Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Ori Ire LGA"",""oy Tewure Ward"",""oy Ore Ofe Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Afijio LGA"",""oy Awe II  Ward"",""oy Oke Boda Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Saki East LGA"",""oy Alamodu Ward"",""oy Aged and Widow Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""oy Oyo State"",""oy Orelope LGA"",""oy Obaago Ward"",""oy Kajola Primary Health Centre"",""100.0"""
