"Data,""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Value"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"",""so Saida/Goshi Ward"",""so Tsiwa Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Bodinga Local Government Area"","""",""so Bagarawa Ward"",""50.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Isa Local Government Area"",""so Tsabre Ward"",""so Gidan Dikko Maternal and Child Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Shagari Local Government Area"",""so Mandera Ward"",""so Daringuru Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tureta Local Government Area"",""so Lamba Tureta Ward"",""so Gidan Garkwa Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gudu Local Government Area"",""so Kurdula Ward"",""so Katsura Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Dange-Shuni Local Government Area"",""so Rudu Amanawa Ward"",""so Amanawa Basic Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Kware Local Government Area"",""so Kabanga Ward"",""so Kabanga Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Bodinga Local Government Area"",""so Bodinga/Tauma Ward"",""so Bodinga Town Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sabon Birni Local Government Area"",""so Kurawa Ward"",""so Zangon Bugaje Disp"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"",""so Bashire Ward"",""so Masu Basic Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Shagari Local Government Area"",""so Lambara Ward"",""so Lambara Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sokoto South Local Government Area"","""",""so Sarkin Zamfara B Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tangaza Local Government Area"",""so Kuche Huru Ward"",""so Kwannawa Dispensary (Tangaza)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Goronyo Local Government Area"",""so Takakume Ward"",""so Gorau Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Dange-Shuni Local Government Area"",""so Tuntube Tsefe Ward"",""so Army General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Silame Local Government Area"",""so Jekanadu Ward"",""so Jekanadu Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"",""so Jabbo Ward"",""so Jabbo Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Isa Local Government Area"",""so Tidibali Ward"",""so Kalkairu Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"","""","""",""so Binji Local Government Area"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gwadabawa Local Government Area"",""so Gigane Ward"",""so Gigane Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Wurno Local Government Area"",""so Chacho Marnona Ward"",""so Munki Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Kebbe Local Government Area"",""so Sangi Ward"",""so Sangi Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Kebbe Local Government Area"",""so Nasagudu Ward"",""so Kundutta Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tureta Local Government Area"",""so Tureta Ward"",""so Tureta General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tangaza Local Government Area"",""so Ruwa Wuri Ward"",""so Sarma A Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Rabah Local Government Area"",""so Rabah Ward"",""so Rabah General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gwadabawa Local Government Area"",""so Gigane Ward"",""so Tunkura Dikko Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Kware Local Government Area"",""so Tsaki Walakae Ward"",""so Tsaki Community Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Kware Local Government Area"","""",""so Kabanga Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Rabah Local Government Area"",""so Tofa Ward"",""so Tofa Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"",""so Barkeji Ward"",""so Sabawa Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Wurno Local Government Area"","""",""so Alkammu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"",""so Tambuwal Ward"",""so Shinfiri Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Bodinga Local Government Area"",""so Danchadi Ward"",""so Danchadi Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Kware Local Government Area"","""",""so Durbawa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Wamako Local Government Area"",""so Dundaye Gumburawa Ward"",""so Kaurare Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gada Local Government Area"",""so Kwarma Ward"",""so Safiyal Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sabon Birni Local Government Area"","""",""so Tsamaye Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Illela Local Government Area"",""so Damba Ward"",""so Buwade Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Wamako Local Government Area"","""",""so Gidan Bubu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gada Local Government Area"",""so Gilbadi Ward"",""so Gilbadi Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Binji Local Government Area"",""so Maikulki Ward"",""so Kunkurwo Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Binji Local Government Area"",""so Bunkari Ward"",""so Danmali Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Kware Local Government Area"",""so Gandun Modibbo Ward"",""so Umaruma Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sabon Birni Local Government Area"",""so Lajinge Ward"",""so Lanjegu Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Illela Local Government Area"",""so G/Hamma Ward"",""so Ambarura Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gwadabawa Local Government Area"","""",""so Attakwanyo Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Kware Local Government Area"","""",""so Bankanu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gada Local Government Area"",""so Gada Ward"",""so Gada Town Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Rabah Local Government Area"","""",""so Yartsakuwa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Illela Local Government Area"",""so Illela Ward"",""so T/Gudale Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"",""so Jabbo Ward"",""so Hiliya Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Silame Local Government Area"",""so Kubodu Ward"",""so Kubodu Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sokoto North Local Government Area"",""so Sarki Adar Gidan Igwe Ward"",""so Runiin Sambo Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tureta Local Government Area"",""so Bimasa/Gidan Kare Ward"",""so Bimasa Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tangaza Local Government Area"",""so Sutti Ward"",""so Bararahe Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sokoto South Local Government Area"",""so Rijiya A Ward"",""so Sokoto Specialist Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Rabah Local Government Area"",""so Rabah Ward"",""so Rabah Town Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Isa Local Government Area"","""",""so Turba Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"","""",""so Sanyinna Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"","""","""","""",""so Sokoto State"",""97.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Goronyo Local Government Area"",""so Shinaka Ward"",""so Zamacce Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"",""so Faga/Alasan Ward"",""so Kaura Dispensary (Tambul)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Bodinga Local Government Area"",""so Dingyadi Ward"",""so Badawa Community Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Goronyo Local Government Area"","""",""so Takakume Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gudu Local Government Area"",""so Kurdula Ward"",""so Darusa Musa Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Silame Local Government Area"",""so Silame Ward"",""so Dan Kala Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sabon Birni Local Government Area"",""so Sabon Birni Ward"",""so Nasara Clinic (Sabon Birni)"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sabon Birni Local Government Area"",""so Kurawa Ward"",""so Dakwaro Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Dange-Shuni Local Government Area"","""",""so Wababe Salau Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Bodinga Local Government Area"","""",""so Kwacciyar Lalle Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gwadabawa Local Government Area"",""so Mammande Ward"",""so Mammande Upgraded Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tangaza Local Government Area"",""so Kuche Huru Ward"",""so Kuche Huru Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Shagari Local Government Area"","""",""so Dandin Mahe Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sokoto South Local Government Area"",""so Sarkin Zamfara A Ward"",""so Hafsat Ahmad Bello Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Shagari Local Government Area"","""",""so Lambara Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gwadabawa Local Government Area"",""so Gwadabawa Ward"",""so Abdallo Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"",""so Bagida Lukingo Ward"",""so Maradu Basic Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Dange-Shuni Local Government Area"","""",""so Rudu Amanawa Ward"",""80.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Bodinga Local Government Area"",""so Dingyadi Ward"",""so Kaura Buba Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gwadabawa Local Government Area"",""so Gigane Ward"",""so Sakamaru Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"",""so Dogon Daji Ward"",""so Dogon Daji General Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Yabo Local Government Area"","""",""so Binji_Muza Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Wamako Local Government Area"",""so Kammata Ward"",""so Gatare Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Kebbe Local Government Area"",""so Kebbe East Ward"",""so Dukura Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Illela Local Government Area"",""so Garu Ward (Illela)"",""so Tsangalandam Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gada Local Government Area"",""so Gilbadi Ward"",""so Tsaro Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Illela Local Government Area"",""so Tozai Ward (Illela)"",""so Gidan Bango Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gudu Local Government Area"",""so Chilas Ward"",""so Chilas Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Shagari Local Government Area"",""so Dandin Mahe Ward"",""so Mabera Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"","""",""so Faga/Alasan Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Binji Local Government Area"","""",""so Inname Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Wamako Local Government Area"","""",""so Wamakko Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tambuwal Local Government Area"","""",""so Bagida Lukingo Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sokoto South Local Government Area"",""so Sarkin Adar A Ward"",""so Mariam Abacha Women and Child Welfare Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Illela Local Government Area"",""so Illela Ward"",""so Aminchi Nursing Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sabon Birni Local Government Area"",""so Takatsaba Ward (Sabon Birni)"",""so Garin Abara Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gwadabawa Local Government Area"",""so Chimmola Ward"",""so Chimmola Upgraded Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tureta Local Government Area"",""so Hura Girke Ward"",""so Fura Girke Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Illela Local Government Area"",""so Illela Ward"",""so Sonane Modern Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Wamako Local Government Area"",""so Wamakko Ward"",""so Mukere Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tureta Local Government Area"","""",""so Bimasa/Gidan Kare Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Tureta Local Government Area"","""",""so Dan Gulbi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Bodinga Local Government Area"",""so Bagarawa Ward"",""so Bagarawa Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Rabah Local Government Area"",""so Rabah Ward"",""so Tabbani Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sokoto South Local Government Area"","""",""so Sarkin Zamfara A Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Isa Local Government Area"",""so Tsabre Ward"",""so Girnashe Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Shagari Local Government Area"",""so Gangan Ward"",""so Gangan Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Sokoto South Local Government Area"","""",""so Rijiya A Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Illela Local Government Area"",""so R/Gatti Ward"",""so Lafani Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Gudu Local Government Area"",""so Bachaka Ward"",""so Salawa Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Wamako Local Government Area"",""so Arkilla Gwiwa Ward"",""so Gwiwa Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Wamako Local Government Area"",""so Gwamatse Ward"",""so Dankyal Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Yabo Local Government Area"",""so Fakka Ward"",""so Gudurega Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Silame Local Government Area"",""so Gaukai Ward"",""so Gaukai Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Kebbe Local Government Area"",""so Margai West Ward"",""so Margai Upgraded Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Goronyo Local Government Area"",""so Rimawa Ward"",""so Kaikazzaka Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Illela Local Government Area"",""so G/Hamma Ward"",""so Jagai Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Wurno Local Government Area"",""so Kwasare Ward"",""so Sisawa Dispensary"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""so Sokoto State"",""so Silame Local Government Area"",""so Labani Ward"",""so Koggel Dispensary"",""100.0"""
