"Data,""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Organisation unit"",""Value"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Shagamu Local Government Area"",""og Ojumele Ward"",""og Makun/Ojumele Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Agosi Ward"",""og Olusanya Clinic and Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu East Local Government Area"","""",""og Imushin Ward 2"",""66.7"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Remo North Local Government Area"",""og Ode Ward 9"",""og Ode Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Agbado Ward"",""og Ayoola Edun Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"",""og Alapoti Ward"",""og Oloparun Health Clinic "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"",""og Sango Ward"",""og Beautiful Gate Clinic Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta South Local Government Area"",""og Ijaiye Ward 7"",""og Abeokuta State Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta North Local Government Area"",""og Imala Idi-Emi Ward 14"",""og Idi-Emi Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta South Local Government Area"",""og Keesi/Emere Ward 4"",""og Keesi Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Oke-Aro/Ibaragun Ward"",""og San Hospital and Maternity "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Oke-Aro/Ibaragun Ward"",""og Noble Clinic and Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu North East Local Government Area"",""og Ogbogbo Ward"",""og Ijari Model Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ewekoro Local Government Area"",""og Papalanto Ward"",""og Ise Oluwa Clinic and Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ewekoro Local Government Area"",""og Obada Ward"",""og Mechanic Village Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Coker/Ilepa Ward"",""og Ogungbade Model primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Agbado Ward"",""og Jubilee Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu North Local Government Area"",""og Osun Ward"",""og Odoralamo Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ipokia Local Government Area"",""og Ijofin Ward"",""og Olaolu Clinic "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu ode Local Government Area"",""og Isiwo Ward"",""og Isiwo Model Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ipokia Local Government Area"",""og Ihunbo/Ilase Ward"",""og Ilase Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"","""",""og Ijoko Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu North East Local Government Area"","""",""og Isonyin Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ewekoro Local Government Area"",""og Elere-Onigbedu Ward"",""og Abaniseloluwa Clinic and Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"","""",""og Iju Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta South Local Government Area"",""og Kemta Ward"",""og Apataiye Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta North Local Government Area"",""og Sabo i Ward 8"",""og Lafenwa Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ewekoro Local Government Area"",""og Papalanto Ward"",""og Papalanto Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"",""og Ijoko Ward"",""og Ijoko Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Agbado Ward"",""og Iju Aga Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Odeda Local Government Area"","""",""og Olodo Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta South Local Government Area"",""og Abule-Oloni/Lantoro Ward 3"",""og Omotolase Maternity Home "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"",""og Sango Ward"",""og Egan Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Imeko Afon Local Government Area"",""og Oke Agbede/Moriwi Ward"",""og Oloro Health Post "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Yewa North Local Government Area"",""og Ohunbe  Ward"",""og Agbon-Ojodu Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Ajuwon/Akute Ward"",""og Mic-Bethel Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu North East Local Government Area"",""og Odosenbora Ward"",""og Odosebora Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Odogbolu Local Government Area"","""",""og Odogbolu 2 Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Ajuwon/Akute Ward"",""og Damicare Clinic and Maternity Home "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu North Local Government Area"",""og Oke-Agbo Ward"",""og Oke-Agbo Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Ajuwon/Akute Ward"",""og Hope Health Clinic and Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Odeda Local Government Area"","""",""og Odeda Ward"",""80.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta North Local Government Area"",""og Iberekodo Ward 5"",""og Shallom Hospital."",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ewekoro Local Government Area"",""og Owowo Ward"",""og Owowo Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu East Local Government Area"","""",""og Ikija Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ewekoro Local Government Area"","""",""og Wasimi Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ewekoro Local Government Area"","""",""og Papalanto Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta South Local Government Area"","""",""og Ijeun Titun Ward 9"",""50.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"","""",""og Olose Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Remo North Local Government Area"",""og Akaka Ward 6"",""og Akaka Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Yewa South Local Government Area"",""og Ilaro  Ward 1"",""og Leslie Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Yewa North Local Government Area"",""og Joga/Ibooro Ward"",""og Ibooro Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Oke-Aro/Ibaragun Ward"",""og Al-Hassan Clinic and Maternity Home "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Odeda Local Government Area"","""",""og Opeji Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta North Local Government Area"",""og Sabo ii Ward 9"",""og Oluwaseyi Clinic & Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ikenne Local Government Area"",""og Iperu Ward 1"",""og Healing Sprinng Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Yewa South Local Government Area"",""og Ilaro  Ward 2"",""og Toluwani Clinic and Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Yewa North Local Government Area"",""og Ebute  Ward"",""og Ebute Health Clinic "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Ojodu/Ishere Ward"",""og Ojodu Abiodun Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Okenla Ward"",""og Ladbol Maternity Home "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Obafemi-Owode Local Government Area"","""",""og Alapako Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu ode Local Government Area"",""og Odo-Egbo/Oliworo Ward"",""og Tolu Specialist Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu North East Local Government Area"","""",""og Ilese Ward"",""80.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Obafemi-Owode Local Government Area"","""",""og Oba Ward"",""87.5"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ipokia Local Government Area"",""og Tube Ward"",""og Otito Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu ode Local Government Area"",""og Odo Esa Ward"",""og Ogunlade Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"","""",""og Ajuwon/Akute Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu North Local Government Area"",""og Akogelete Ward"",""og Agric Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu ode Local Government Area"",""og Odo Esa Ward"",""og Bitola Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"",""og Ota 3 Ward"",""og Ilo-Awela Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Imeko Afon Local Government Area"","""",""og Matale Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"",""og Sango Ward"",""og Ibukun Oluwa Medicare"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"","""",""og Ketu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Shagamu Local Government Area"",""og Ogijo Ward"",""og Micvol Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu ode Local Government Area"",""og Porogun Ward 2"",""og Ayoola Medical centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Imeko Afon Local Government Area"","""",""og Ilara Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Ajuwon/Akute Ward"",""og Tayo-Tayo Clinic and Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Shagamu Local Government Area"",""og Sabo G.R.A Ward"",""og Twnis Specialist Clinic "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Imeko Afon Local Government Area"","""",""og Owode/Idi Ayin Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta North Local Government Area"",""og Ikereku i Ward 15"",""og Ilewo Orile Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu North East Local Government Area"",""og Igbeba Ward"",""og Ogidi Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ogun Waterside Local Government Area"",""la Ilushin/Lukogbe Ward"",""og Lukogbe Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ipokia Local Government Area"","""",""og Ihunbo/Ilase Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Oke-Aro/Ibaragun Ward"",""og Oke Aro Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ikenne Local Government Area"",""og Ilisan Ward  1"",""og Ilisan i Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Obafemi-Owode Local Government Area"",""og Ajebo Ward"",""og Fidiwo Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu ode Local Government Area"","""",""og Isiwo Ward"",""66.7"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Odogbolu Local Government Area"",""og Odogbolu 1 Ward"",""og Community Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu North East Local Government Area"",""og Odosenbora Ward"",""og Owu-Gbawojo Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Oke-Aro/Ibaragun Ward"",""og Ope Ilu Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta North Local Government Area"",""og Iberekodo Ward 4"",""og Abiye Clinic and Maternity Home"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Odogbolu Local Government Area"",""og Idowa Ward"",""og Idowa Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Shagamu Local Government Area"",""og Ogijo Ward"",""og Divine Hospital "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta North Local Government Area"",""og Ikereku i Ward 15"",""og Fagbenro Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ipokia Local Government Area"",""og Agosasa Ward"",""og Agosasa Model Primary Health Centre "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ifo Local Government Area"",""og Oke-Aro/Ibaragun Ward"",""og Azygus Hospital and Maternity "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"",""og Ijoko Ward"",""og Ijoko Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu ode Local Government Area"",""og Iwade/Oke Ijasi Ward"",""og Joybell's Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu East Local Government Area"","""",""og Ife Ward 1"",""75.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu North East Local Government Area"","""",""og Odoregbe Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ogun Waterside Local Government Area"",""la Ilushin/Lukogbe Ward"",""og Agodo Health Post"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu East Local Government Area"",""og Owu Ward"",""og Gbamugbamu Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu ode Local Government Area"",""og Odo Esa Ward"",""og Odo Esa Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Odogbolu Local Government Area"","""",""og Okunowa/Ijesa Ijebu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta South Local Government Area"","""",""og Ijaiye Ward 7"",""30.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Shagamu Local Government Area"",""og Ode Lemo Ward"",""og Ode Primary Health Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ogun Waterside Local Government Area"",""og Abigi Ward"",""og Abigi Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ijebu East Local Government Area"",""og Ogbere Ward "",""og Ogbere Genaeral Hospital"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ado Odo/Ota Local Government Area"",""og Iju Ward"",""og Itele Heath Centre"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Odogbolu Local Government Area"","""",""og Idowa Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Odogbolu Local Government Area"","""",""og Omu Ward"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Obafemi-Owode Local Government Area"",""og Ajura Ward"",""og Ikanna Balogun Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Abeokuta North Local Government Area"",""og Idiya Ward 12"",""og Olomore Health Centre "",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ipokia Local Government Area"",""og Maun 1 Ward"",""og Maun Health Clinic"",""100.0"""
"NHMIS Monthly Summary (version 2013) Reporting rate,""ng Federal Government"",""og Ogun State"",""og Ikenne Local Government Area"",""og Iperu Ward 3"",""og Iperu iii General Hospital"",""100.0"""
